STATION,NAME,DATE,TAVG,TMAX,TMIN
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/30/2013,72,84,59
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",7/31/2013,73,82,63
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/1/2013,73,81,67
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/2/2013,76,87,65
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/3/2013,72,78,66
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/4/2013,72,83,62
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/5/2013,69,80,56
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/6/2013,69,72,65
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/7/2013,73,81,68
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/8/2013,77,86,71
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/9/2013,80,90,75
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/10/2013,79,85,69
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/11/2013,76,85,68
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/12/2013,78,90,69
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/13/2013,78,86,72
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/14/2013,71,76,60
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/15/2013,67,79,53
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/16/2013,67,78,53
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/17/2013,68,80,55
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/18/2013,71,73,65
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/19/2013,69,77,61
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/20/2013,74,90,62
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/21/2013,78,89,69
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/22/2013,79,91,71
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/23/2013,75,80,60
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/24/2013,69,83,59
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/25/2013,70,81,57
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/26/2013,73,89,61
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/27/2013,81,92,73
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/28/2013,78,84,71
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/29/2013,77,86,70
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/30/2013,77,88,68
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8/31/2013,79,91,70
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/1/2013,80,91,70
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/2/2013,81,92,71
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/3/2013,79,86,65
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/4/2013,72,85,57
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/5/2013,72,85,62
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/6/2013,69,78,55
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/7/2013,67,82,51
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/8/2013,75,89,65
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/9/2013,71,78,61
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/10/2013,79,93,70
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/11/2013,83,95,73
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/12/2013,78,89,70
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/13/2013,71,80,61
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/14/2013,62,70,51
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/15/2013,61,76,47
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/16/2013,66,75,58
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/17/2013,60,68,47
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/18/2013,56,71,44
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/19/2013,61,77,47
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/20/2013,65,78,52
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/21/2013,67,79,58
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/22/2013,65,73,53
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/23/2013,60,67,47
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/24/2013,58,74,43
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/25/2013,60,78,46
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/26/2013,62,74,53
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/27/2013,62,73,55
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/28/2013,63,72,55
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/29/2013,61,73,49
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",9/30/2013,61,76,49
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/1/2013,66,83,51
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/2/2013,71,86,60
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/3/2013,71,83,60
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/4/2013,73,89,59
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/5/2013,76,90,64
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/6/2013,75,86,65
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/7/2013,70,75,54
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/8/2013,57,68,47
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/9/2013,58,60,53
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/10/2013,56,58,54
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/11/2013,59,64,57
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/12/2013,63,68,60
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/13/2013,62,65,57
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/14/2013,60,69,51
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/15/2013,59,71,49
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/16/2013,62,69,58
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/17/2013,65,75,58
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/18/2013,60,66,46
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/19/2013,53,65,44
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/20/2013,55,63,42
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/21/2013,51,67,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/22/2013,55,64,42
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/23/2013,51,58,42
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/24/2013,45,53,37
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/25/2013,44,56,36
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/26/2013,43,56,30
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/27/2013,50,60,35
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/28/2013,47,65,33
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/29/2013,49,62,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/30/2013,52,65,44
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",10/31/2013,59,69,53
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/1/2013,67,73,54
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/2/2013,59,68,45
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/3/2013,50,56,39
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/4/2013,40,46,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/5/2013,45,57,35
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/6/2013,56,68,45
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/7/2013,55,61,43
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/8/2013,45,53,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/9/2013,41,53,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/10/2013,49,61,39
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/11/2013,46,55,37
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/12/2013,45,52,28
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/13/2013,34,44,26
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/14/2013,39,58,25
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/15/2013,41,60,27
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/16/2013,47,52,44
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/17/2013,54,64,50
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/18/2013,61,68,50
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/19/2013,48,50,37
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/20/2013,38,44,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/21/2013,37,49,27
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/22/2013,50,60,45
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/23/2013,49,57,31
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/24/2013,30,32,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/25/2013,26,36,19
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/26/2013,34,49,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/27/2013,40,49,30
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/28/2013,32,38,24
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/29/2013,32,42,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",11/30/2013,31,37,25
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/1/2013,34,49,24
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/2/2013,42,49,39
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/3/2013,45,56,36
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/4/2013,43,51,35
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/5/2013,54,66,49
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/6/2013,57,65,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/7/2013,39,43,31
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/8/2013,30,31,27
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/9/2013,32,37,31
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/10/2013,33,36,31
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/11/2013,31,38,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/12/2013,26,31,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/13/2013,30,41,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/14/2013,33,38,30
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/15/2013,38,46,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/16/2013,34,37,30
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/17/2013,33,37,31
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/18/2013,33,40,24
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/19/2013,35,58,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/20/2013,50,59,45
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/21/2013,60,71,54
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/22/2013,66,71,62
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/23/2013,60,63,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/24/2013,37,40,23
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/25/2013,25,32,18
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/26/2013,29,44,19
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/27/2013,34,49,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/28/2013,40,58,28
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/29/2013,44,47,39
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/30/2013,42,47,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",12/31/2013,34,43,25
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/1/2014,32,44,23
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/2/2014,33,36,28
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/3/2014,22,27,9
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/4/2014,17,32,6
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/5/2014,28,37,17
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/6/2014,38,45,8
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/7/2014,10,16,3
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/8/2014,16,29,6
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/9/2014,29,36,25
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/10/2014,32,37,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/11/2014,41,57,35
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/12/2014,46,51,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/13/2014,38,58,25
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/14/2014,49,53,36
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/15/2014,39,45,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/16/2014,37,40,25
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/17/2014,32,44,23
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/18/2014,32,35,20
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/19/2014,29,47,20
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/20/2014,43,53,33
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/21/2014,31,39,14
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/22/2014,11,15,4
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/23/2014,13,24,3
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/24/2014,13,20,6
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/25/2014,22,31,19
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/26/2014,25,30,13
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/27/2014,32,47,19
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/28/2014,17,19,11
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/29/2014,15,22,9
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/30/2014,17,29,5
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",1/31/2014,29,49,17
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/1/2014,35,48,25
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/2/2014,41,57,28
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/3/2014,40,46,31
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/4/2014,31,35,25
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/5/2014,33,41,30
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/6/2014,31,35,26
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/7/2014,31,42,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/8/2014,29,32,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/9/2014,26,31,20
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/10/2014,26,30,19
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/11/2014,23,30,14
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/12/2014,21,27,15
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/13/2014,30,37,24
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/14/2014,38,46,30
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/15/2014,34,36,27
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/16/2014,29,36,21
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/17/2014,26,34,19
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/18/2014,34,51,26
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/19/2014,38,57,27
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/20/2014,42,52,28
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/21/2014,45,63,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/22/2014,42,61,27
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/23/2014,50,60,43
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/24/2014,41,44,25
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/25/2014,29,35,23
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/26/2014,29,36,20
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/27/2014,26,38,14
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2/28/2014,19,27,11
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/1/2014,25,44,14
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/2/2014,37,45,31
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/3/2014,26,34,5
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/4/2014,15,29,4
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/5/2014,27,44,15
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/6/2014,29,31,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/7/2014,33,42,29
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/8/2014,43,62,26
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/9/2014,46,49,36
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/10/2014,44,60,37
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/11/2014,53,67,41
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/12/2014,52,67,31
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/13/2014,30,33,20
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/14/2014,35,55,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/15/2014,54,66,39
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/16/2014,42,45,26
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/17/2014,27,31,24
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/18/2014,33,41,30
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/19/2014,38,42,35
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/20/2014,46,56,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/21/2014,44,53,31
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/22/2014,48,69,34
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/23/2014,45,48,32
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/24/2014,32,39,22
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/25/2014,30,35,24
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/26/2014,31,36,25
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/27/2014,32,44,20
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/28/2014,49,66,35
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/29/2014,55,60,50
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/30/2014,46,56,33
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3/31/2014,48,65,39
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/1/2014,51,62,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/2/2014,50,62,40
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/3/2014,54,63,48
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/4/2014,50,54,46
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/5/2014,50,57,42
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/6/2014,46,59,33
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/7/2014,44,53,38
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/8/2014,56,64,43
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/9/2014,52,66,36
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/10/2014,54,70,35
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/11/2014,66,80,51
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/12/2014,63,73,49
USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",4/13/2014,65,83,49
